,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,m2_living,m2_lot,m2_basement,m2_above,day,week_of_year,month,year,median_price,status
16962,1446403850,2014-09-16,118125.0,2,1.0,790,7153,1.0,0,0,4,6,790,0,1944,0,98168,47.4869,-122.324,810,7128,73.3934016,664.5354451200001,0.0,73.3934016,16,38,9,2014,237000.0,buy
16965,179000100,2014-08-26,174000.0,2,1.0,600,4854,1.0,0,0,5,6,600,0,1922,0,98168,47.4927,-122.28,1470,5000,55.741824,450.95135616000005,0.0,55.741824,26,35,8,2014,237000.0,buy
16966,3028200100,2014-08-26,216000.0,2,1.0,860,9000,1.0,0,0,4,6,860,0,1942,0,98168,47.4801,-122.315,990,9975,79.8966144,836.1273600000001,0.0,79.8966144,26,35,8,2014,237000.0,buy
16975,923049378,2014-05-08,207000.0,3,1.0,1490,8995,1.0,0,0,4,7,1490,0,1954,0,98168,47.4901,-122.303,1490,9000,138.4255296,835.6628448,0.0,138.4255296,8,19,5,2014,237000.0,buy
16985,2800031,2015-04-01,235000.0,3,1.0,1430,7599,1.5,0,0,4,6,1010,420,1930,0,98168,47.4783,-122.265,1290,10320,132.85134720000002,705.97020096,39.0192768,93.8320704,1,14,4,2015,237000.0,buy
16999,6031400013,2014-06-16,150000.0,3,1.5,1230,8056,1.0,0,0,4,6,1230,0,1949,0,98168,47.4878,-122.314,850,6714,114.27073920000001,748.42689024,0.0,114.27073920000001,16,25,6,2014,237000.0,buy
17002,3361402041,2014-10-30,134000.0,3,1.0,1270,8508,1.0,0,0,4,6,650,620,1942,0,98168,47.4961,-122.322,1200,9415,117.9868608,790.4190643200001,57.599884800000005,60.386976000000004,30,44,10,2014,237000.0,buy
17013,3046200125,2015-04-06,202000.0,2,1.0,740,6550,1.0,0,0,4,5,740,0,1946,0,98168,47.4807,-122.332,1080,8515,68.74824960000001,608.5149120000001,0.0,68.74824960000001,6,15,4,2015,237000.0,buy
17022,1446403305,2014-05-05,206000.0,2,1.0,810,7158,1.0,0,0,5,6,810,0,1944,0,98168,47.4882,-122.325,1090,7158,75.25146240000001,664.99996032,0.0,75.25146240000001,5,19,5,2014,237000.0,buy
17023,1446401550,2015-02-06,225000.0,3,1.0,660,6600,1.0,0,0,4,5,660,0,1940,0,98168,47.4842,-122.33,1320,6600,61.316006400000006,613.160064,0.0,61.316006400000006,6,6,2,2015,237000.0,buy
17026,1446404015,2014-06-20,200000.0,2,1.0,860,6600,1.0,0,0,5,6,860,0,1949,0,98168,47.4878,-122.324,1030,6732,79.8966144,613.160064,0.0,79.8966144,20,25,6,2014,237000.0,buy
17030,985000833,2014-09-10,209977.0,3,1.0,1170,6134,1.0,0,0,4,7,1170,0,1948,0,98168,47.4941,-122.312,1440,9823,108.69655680000001,569.8672473600001,0.0,108.69655680000001,10,37,9,2014,237000.0,buy
17057,923049110,2015-01-29,168500.0,2,1.0,1020,7742,1.0,0,0,4,6,1020,0,1935,1978,98168,47.499,-122.301,1510,7742,94.76110080000001,719.25533568,0.0,94.76110080000001,29,5,1,2015,237000.0,buy
17067,1723049008,2014-08-22,200000.0,2,1.0,930,8665,1.0,0,0,4,6,930,0,1938,0,98168,47.4822,-122.318,1630,12375,86.3998272,805.0048416000001,0.0,86.3998272,22,34,8,2014,237000.0,buy
17068,8019201061,2015-01-15,235000.0,3,2.0,1090,8400,1.0,0,0,4,6,1090,0,1961,0,98168,47.4942,-122.322,1100,10850,101.26431360000001,780.385536,0.0,101.26431360000001,15,3,1,2015,237000.0,buy
17071,42000006,2014-09-10,235000.0,5,1.0,1500,9282,1.5,0,0,5,6,1500,0,1966,0,98168,47.4702,-122.281,1520,9639,139.35456000000002,862.3260172800001,0.0,139.35456000000002,10,37,9,2014,237000.0,buy
17078,923049400,2014-11-19,185000.0,2,1.0,1390,11340,1.0,0,0,4,7,1390,0,1969,0,98168,47.4969,-122.3,1200,10224,129.1352256,1053.5204736,0.0,129.1352256,19,47,11,2014,237000.0,buy
17079,796000235,2015-04-01,209950.0,2,1.0,1050,6250,1.0,0,0,4,6,840,210,1943,0,98168,47.5024,-122.333,1310,12500,97.548192,580.644,19.5096384,78.0385536,1,14,4,2015,237000.0,buy
17084,1623049145,2014-09-25,210000.0,2,1.0,880,9750,1.0,0,0,5,6,880,0,1938,0,98168,47.4885,-122.298,1220,9406,81.75467520000001,905.8046400000001,0.0,81.75467520000001,25,39,9,2014,237000.0,buy
17091,6404600006,2014-08-20,173250.0,3,2.0,1210,9097,1.0,0,0,4,7,1210,0,1954,0,98168,47.4849,-122.303,1360,10125,112.4126784,845.13895488,0.0,112.4126784,20,34,8,2014,237000.0,buy
17095,8018600980,2014-12-03,187250.0,2,1.0,710,14700,1.0,0,0,5,6,710,0,1926,0,98168,47.4939,-122.318,1320,14700,65.9611584,1365.674688,0.0,65.9611584,3,49,12,2014,237000.0,buy
17096,316000190,2015-02-15,219000.0,4,1.0,1370,5339,1.5,0,0,4,6,1370,0,1948,0,98168,47.5046,-122.3,1280,7048,127.27716480000001,496.00933056,0.0,127.27716480000001,15,7,2,2015,237000.0,buy
17097,1447600285,2014-06-09,212500.0,2,2.0,1030,21712,1.0,0,0,4,6,1030,0,1938,0,98168,47.4905,-122.331,1790,9199,95.69013120000001,2017.11080448,0.0,95.69013120000001,9,24,6,2014,237000.0,buy
17106,3229200040,2014-07-23,215000.0,3,1.75,1430,13399,1.0,0,0,4,7,900,530,1946,0,98168,47.4787,-122.275,1720,6415,132.85134720000002,1244.80783296,49.2386112,83.61273600000001,23,30,7,2014,237000.0,buy
17117,3826000735,2014-06-26,202000.0,2,1.0,920,7569,1.0,0,0,4,6,920,0,1950,0,98168,47.4951,-122.302,1280,7627,85.4707968,703.1831097600001,0.0,85.4707968,26,26,6,2014,237000.0,buy
17136,7611200125,2014-10-23,467000.0,2,1.5,1320,10800,1.0,0,0,4,8,1320,0,1947,0,98177,47.7145,-122.367,2120,12040,122.63201280000001,1003.352832,0.0,122.63201280000001,23,43,10,2014,557000.0,buy
17137,7280300196,2015-04-03,550000.0,4,2.75,1800,7750,1.0,0,0,4,8,1400,400,1965,0,98177,47.7776,-122.384,1800,8275,167.22547200000002,719.99856,37.161216,130.064256,3,14,4,2015,557000.0,buy
17142,7279300070,2014-09-22,345500.0,3,1.0,1350,8581,1.0,0,0,5,6,1350,0,1944,0,98177,47.7612,-122.362,2080,8451,125.419104,797.20098624,0.0,125.419104,22,39,9,2014,557000.0,buy
17148,3303100075,2014-10-14,443500.0,3,2.0,1920,7598,1.0,0,0,4,8,1920,0,1972,0,98177,47.7735,-122.363,2220,7598,178.37383680000002,705.87729792,0.0,178.37383680000002,14,42,10,2014,557000.0,buy
17162,7640400106,2014-09-11,438400.0,2,1.0,1340,8100,1.0,0,0,4,7,1340,0,1953,0,98177,47.7218,-122.37,1700,8100,124.4900736,752.514624,0.0,124.4900736,11,37,9,2014,557000.0,buy
17164,1158700135,2014-08-12,420000.0,3,2.5,2060,7020,1.0,0,0,4,8,1460,600,1967,0,98177,47.7575,-122.364,2150,8400,191.38026240000002,652.1793408000001,55.741824,135.6384384,12,33,8,2014,557000.0,buy
17167,106000320,2014-10-31,401000.0,2,1.0,840,8100,1.0,0,0,4,7,840,0,1948,0,98177,47.7019,-122.366,1100,8220,78.0385536,752.514624,0.0,78.0385536,31,44,10,2014,557000.0,buy
17191,2596400050,2014-07-30,375000.0,3,1.0,1960,7955,1.0,0,0,4,7,1260,700,1963,0,98177,47.7641,-122.364,1850,8219,182.0899584,739.0436832,65.032128,117.05783040000001,30,31,7,2014,557000.0,buy
17192,2426039130,2014-06-10,417500.0,4,1.0,1390,10800,1.5,0,0,4,7,1390,0,1941,0,98177,47.7248,-122.359,1390,9360,129.1352256,1003.352832,0.0,129.1352256,10,24,6,2014,557000.0,buy
17202,7292700005,2014-10-14,485000.0,4,1.75,3220,7392,1.0,0,0,4,8,2010,1210,1959,0,98177,47.7719,-122.361,1660,8363,299.1477888,686.73927168,112.4126784,186.73511040000002,14,42,10,2014,557000.0,buy
17204,6384300020,2014-06-23,494000.0,4,2.5,1830,7345,1.0,0,0,4,8,1540,290,1973,0,98177,47.7741,-122.373,1990,7700,170.01256320000002,682.3728288000001,26.941881600000002,143.0706816,23,26,6,2014,557000.0,buy
17206,126039323,2015-02-24,417500.0,5,1.75,2060,10911,1.0,0,0,4,7,1360,700,1954,0,98177,47.7767,-122.365,2060,9688,191.38026240000002,1013.66506944,65.032128,126.3481344,24,9,2,2015,557000.0,buy
17213,1124000050,2014-07-29,461000.0,4,1.0,1260,8505,1.5,0,0,5,7,1260,0,1951,0,98177,47.7181,-122.371,1480,8100,117.05783040000001,790.1403552,0.0,117.05783040000001,29,31,7,2014,557000.0,buy
17219,7640400250,2014-06-19,506000.0,2,1.0,1570,8210,1.0,0,0,4,8,1150,420,1952,0,98177,47.7221,-122.371,1680,8196,145.85777280000002,762.7339584,39.0192768,106.838496,19,25,6,2014,557000.0,buy
17233,259000100,2014-10-07,430000.0,3,1.75,1610,7900,1.0,0,0,4,8,1310,300,1960,0,98177,47.7588,-122.36,2210,7700,149.5738944,733.934016,27.870912,121.70298240000001,7,41,10,2014,557000.0,buy
17235,924000040,2014-08-14,324000.0,2,1.0,820,8370,1.0,0,0,4,7,820,0,1941,0,98177,47.7256,-122.361,1410,8370,76.18049280000001,777.5984448,0.0,76.18049280000001,14,33,8,2014,557000.0,buy
17237,7278100665,2015-02-04,370000.0,3,1.0,1060,7419,1.0,0,2,4,6,1060,0,1906,0,98177,47.7712,-122.392,2190,5953,98.4772224,689.24765376,0.0,98.4772224,4,6,2,2015,557000.0,buy
17239,1526300015,2014-06-12,397990.0,3,1.0,1180,11862,1.0,0,0,4,7,1180,0,1948,0,98177,47.7153,-122.363,1540,8100,109.62558720000001,1102.0158604800001,0.0,109.62558720000001,12,24,6,2014,557000.0,buy
17243,259100110,2014-06-18,540000.0,3,1.75,1970,8200,1.0,0,0,5,8,1420,550,1963,0,98177,47.7602,-122.363,2140,8000,183.01898880000002,761.804928,51.096672000000005,131.9223168,18,25,6,2014,557000.0,buy
17248,9508500075,2014-07-29,462000.0,5,1.75,2840,10220,1.0,0,0,4,7,2210,630,1954,0,98177,47.764,-122.36,2000,9750,263.8446336,949.4690688000001,58.52891520000001,205.3157184,29,31,7,2014,557000.0,buy
17252,7308900445,2014-07-24,375000.0,3,1.0,1870,7671,1.0,0,0,4,8,1720,150,1937,0,98177,47.7162,-122.36,1460,7679,173.72868480000002,712.65921984,13.935456,159.7932288,24,30,7,2014,557000.0,buy
17256,3102700160,2014-09-25,344900.0,4,1.75,1820,7700,1.0,0,0,4,7,1100,720,1955,0,98177,47.7545,-122.357,1700,8500,169.0835328,715.3534080000001,66.8901888,102.19334400000001,25,39,9,2014,557000.0,buy
17257,9540100060,2014-09-26,330000.0,3,1.75,1590,9417,1.0,0,0,4,7,1590,0,1954,0,98177,47.7617,-122.36,1600,9272,147.7158336,874.8679276800001,0.0,147.7158336,26,39,9,2014,557000.0,buy
17258,923000270,2014-05-08,405000.0,2,1.0,1020,8155,1.0,0,0,4,7,1020,0,1948,0,98177,47.7257,-122.361,1430,8157,94.76110080000001,757.6242912,0.0,94.76110080000001,8,19,5,2014,557000.0,buy
17262,1139000400,2014-08-26,430000.0,3,1.5,1550,5034,2.0,0,0,4,7,1550,0,1922,0,98177,47.7072,-122.36,1820,7200,143.99971200000002,467.67390336000005,0.0,143.99971200000002,26,35,8,2014,557000.0,buy
17263,7617500075,2014-07-21,427000.0,3,1.75,2000,7111,1.0,0,0,4,7,1360,640,1956,0,98177,47.7676,-122.373,1830,9000,185.80608,660.63351744,59.4579456,126.3481344,21,30,7,2014,557000.0,buy
17265,6649900030,2015-05-05,485000.0,3,2.0,1590,11222,1.0,0,0,4,7,1590,0,1948,0,98177,47.7762,-122.367,2160,16300,147.7158336,1042.55791488,0.0,147.7158336,5,19,5,2015,557000.0,buy
17275,2759500105,2014-07-30,419000.0,3,1.5,1500,8272,1.0,0,0,4,7,1500,0,1958,0,98177,47.7741,-122.38,1630,8270,139.35456000000002,768.4939468800001,0.0,139.35456000000002,30,31,7,2014,557000.0,buy
17284,930000234,2015-04-21,525000.0,4,2.0,2260,7680,1.0,0,0,4,7,1130,1130,1947,0,98177,47.7193,-122.361,1800,7680,209.9608704,713.4953472000001,104.9804352,104.9804352,21,17,4,2015,557000.0,buy
17289,6154900065,2014-10-30,490000.0,2,1.0,2180,9300,1.0,0,0,4,7,1090,1090,1947,0,98177,47.7032,-122.371,1830,7378,202.52862720000002,863.998272,101.26431360000001,101.26431360000001,30,44,10,2014,557000.0,buy
17293,258100040,2014-11-24,335000.0,3,2.0,1490,8847,1.0,0,0,4,7,1490,0,1967,0,98177,47.7639,-122.363,1640,7572,138.4255296,821.9131948800001,0.0,138.4255296,24,48,11,2014,557000.0,buy
17295,126039213,2014-12-03,365500.0,2,1.0,1140,15624,1.0,0,0,4,6,1140,0,1909,0,98177,47.7673,-122.367,2110,15493,105.9094656,1451.5170969600001,0.0,105.9094656,3,49,12,2014,557000.0,buy
17296,226039186,2014-05-20,299950.0,3,1.0,910,8000,1.0,0,0,4,6,740,170,1950,0,98177,47.7746,-122.378,2090,9007,84.5417664,743.22432,15.7935168,68.74824960000001,20,21,5,2014,557000.0,buy
17299,3374900035,2015-02-23,440250.0,3,1.5,1850,8124,1.0,0,0,4,7,1850,0,1948,0,98177,47.7275,-122.359,1530,8123,171.87062400000002,754.74429696,0.0,171.87062400000002,23,9,2,2015,557000.0,buy
17303,2915200210,2014-12-05,500000.0,2,1.0,680,5250,1.0,0,0,4,6,680,0,1922,0,98177,47.7013,-122.359,1620,5461,63.1740672,487.74096000000003,0.0,63.1740672,5,49,12,2014,557000.0,buy
17304,923000120,2015-04-08,515000.0,3,1.5,2200,7620,1.0,0,0,4,7,1130,1070,1942,0,98177,47.7263,-122.363,2170,7672,204.38668800000002,707.9211648,99.4062528,104.9804352,8,15,4,2015,557000.0,buy
17305,106000395,2014-06-24,405000.0,3,1.0,1410,8053,1.0,0,0,4,7,1410,0,1951,0,98177,47.704,-122.367,1170,8042,130.99328640000002,748.14818112,0.0,130.99328640000002,24,26,6,2014,557000.0,buy
17312,126039252,2014-07-09,415000.0,4,1.5,1840,11367,1.5,0,0,4,7,1840,0,1950,0,98177,47.7656,-122.358,1690,9800,170.9415936,1056.02885568,0.0,170.9415936,9,28,7,2014,557000.0,buy
17315,923000413,2014-08-18,515000.0,4,1.5,1740,8160,1.5,0,0,4,7,1400,340,1946,0,98177,47.7243,-122.363,1600,8160,161.6512896,758.0888064000001,31.5870336,130.064256,18,34,8,2014,557000.0,buy
17324,1124000010,2014-07-11,500000.0,3,1.5,1320,8100,1.0,0,0,4,7,1320,0,1951,0,98177,47.7194,-122.371,1480,8100,122.63201280000001,752.514624,0.0,122.63201280000001,11,28,7,2014,557000.0,buy
17326,9265700005,2014-08-22,395000.0,3,1.75,1740,6220,1.0,0,0,4,6,1740,0,1954,0,98177,47.762,-122.362,1630,8418,161.6512896,577.8569088,0.0,161.6512896,22,34,8,2014,557000.0,buy
17344,930000305,2014-11-10,379400.0,4,1.75,2120,7680,1.0,0,0,4,7,1060,1060,1950,0,98177,47.7172,-122.361,1530,7680,196.9544448,713.4953472000001,98.4772224,98.4772224,10,46,11,2014,557000.0,buy
17346,923000095,2015-03-26,525000.0,3,1.0,1560,8100,1.0,0,0,4,8,1140,420,1952,0,98177,47.7261,-122.364,2130,8100,144.9287424,752.514624,39.0192768,105.9094656,26,13,3,2015,557000.0,buy
17350,3626039028,2014-08-18,417500.0,3,1.0,1160,7491,1.0,0,0,4,6,1160,0,1917,0,98177,47.7024,-122.359,1800,2267,107.76752640000001,695.9366726400001,0.0,107.76752640000001,18,34,8,2014,557000.0,buy
17360,5500100120,2014-09-16,380000.0,4,1.75,1790,10186,1.0,0,0,4,8,1790,0,1965,0,98177,47.7769,-122.376,1790,9142,166.2964416,946.31036544,0.0,166.2964416,16,38,9,2014,557000.0,buy
17368,3626039207,2014-10-17,522500.0,4,1.75,2100,6480,1.0,0,0,5,7,1300,800,1947,0,98177,47.7049,-122.359,1840,7500,195.096384,602.0116992000001,74.322432,120.77395200000001,17,42,10,2014,557000.0,buy
17375,126039394,2015-05-08,525000.0,4,2.75,2300,26650,1.0,0,0,4,8,2300,0,1950,0,98177,47.7771,-122.362,2000,9879,213.676992,2475.866016,0.0,213.676992,8,19,5,2015,557000.0,buy
17415,5415000240,2015-02-24,330000.0,4,1.75,1520,14417,1.0,0,0,4,7,1520,0,1968,0,98065,47.526,-121.809,1600,10716,141.2126208,1339.3831276800001,0.0,141.2126208,24,9,2,2015,500000.0,buy
17437,7849200945,2015-04-01,306500.0,2,1.75,1310,10200,1.0,0,0,4,6,1310,0,1947,0,98065,47.5231,-121.82,1500,7200,121.70298240000001,947.6110080000001,0.0,121.70298240000001,1,14,4,2015,500000.0,buy
17448,7802900380,2014-09-08,335000.0,2,1.0,1360,69260,1.0,0,0,4,5,1360,0,1937,0,98065,47.5229,-121.838,1460,69260,126.3481344,6434.4645504,0.0,126.3481344,8,37,9,2014,500000.0,buy
17454,7849201061,2015-04-08,319950.0,4,2.5,2020,7200,1.5,0,0,4,6,2020,0,1954,0,98065,47.5223,-121.818,1440,7200,187.6641408,668.9018880000001,0.0,187.6641408,8,15,4,2015,500000.0,buy
17463,7849201100,2015-02-17,323000.0,3,1.0,1590,7759,2.0,0,0,4,7,1590,0,1912,1984,98065,47.5217,-121.819,1600,7200,147.7158336,720.8346873600001,0.0,147.7158336,17,8,2,2015,500000.0,buy
17476,5103900015,2014-06-26,358000.0,3,1.5,2450,12497,1.0,0,0,4,7,2450,0,1967,0,98065,47.5317,-121.834,1560,11700,227.61244800000003,1161.00929088,0.0,227.61244800000003,26,26,6,2014,500000.0,buy
17492,9423800030,2014-11-18,250000.0,3,1.0,1100,7470,1.0,0,0,4,5,1100,0,1917,0,98065,47.5242,-121.831,1280,7055,102.19334400000001,693.9857088,0.0,102.19334400000001,18,47,11,2014,500000.0,buy
17500,7849200861,2014-07-14,281000.0,3,1.0,1300,5782,1.0,0,0,4,6,1300,0,1959,0,98065,47.524,-121.821,1020,7200,120.77395200000001,537.16537728,0.0,120.77395200000001,14,29,7,2014,500000.0,buy
17520,3024089057,2015-01-06,282500.0,4,1.0,1170,34925,1.0,0,0,4,6,1170,0,1942,0,98065,47.5305,-121.841,1610,28108,108.69655680000001,3244.638672,0.0,108.69655680000001,6,2,1,2015,500000.0,buy
17522,7852150220,2014-06-03,432000.0,3,2.5,1970,4036,2.0,0,0,4,7,1970,0,2003,0,98065,47.5335,-121.869,1960,5020,183.01898880000002,374.95666944000004,0.0,183.01898880000002,3,23,6,2014,500000.0,buy
17540,7849201020,2014-08-21,335000.0,4,1.75,1950,13440,1.5,0,0,4,6,1950,0,1931,0,98065,47.5232,-121.821,1300,7432,181.160928,1248.6168576,0.0,181.160928,21,34,8,2014,500000.0,buy
17556,2624089026,2014-10-02,275000.0,4,1.0,1430,27153,1.5,0,0,4,5,1430,0,1934,0,98065,47.5372,-121.744,1880,27153,132.85134720000002,2522.5962451200003,0.0,132.85134720000002,2,40,10,2014,500000.0,buy
17557,9474700020,2014-05-03,310000.0,3,1.0,1010,9945,1.0,0,0,4,6,1010,0,1973,0,98065,47.5324,-121.763,1390,12710,93.8320704,923.9207328000001,0.0,93.8320704,3,18,5,2014,500000.0,buy
17589,7606200090,2015-03-27,208000.0,2,1.0,1160,5750,1.0,0,0,4,6,1160,0,1924,0,98065,47.5322,-121.829,1160,8250,107.76752640000001,534.19248,0.0,107.76752640000001,27,13,3,2015,500000.0,buy
17594,7802900504,2014-06-25,454000.0,3,1.0,1970,22144,1.0,0,0,4,7,1970,0,1970,0,98065,47.5234,-121.841,1970,13500,183.01898880000002,2057.24491776,0.0,183.01898880000002,25,26,6,2014,500000.0,buy
17605,3124089060,2015-04-24,282000.0,3,1.0,1250,13503,1.5,0,0,4,6,1250,0,1931,0,98065,47.526,-121.829,1450,13503,116.12880000000001,1254.4697491200002,0.0,116.12880000000001,24,17,4,2015,500000.0,buy
17698,3905040800,2014-09-25,533600.0,3,2.5,1930,5080,2.0,0,0,4,8,1930,0,1990,0,98029,47.5694,-122.001,2190,5085,179.3028672,471.9474432,0.0,179.3028672,25,39,9,2014,574500.0,buy
17710,3904901200,2014-08-18,530000.0,3,2.25,2010,11817,2.0,0,0,4,8,2010,0,1986,0,98029,47.5665,-122.023,2190,10168,186.73511040000002,1097.8352236800001,0.0,186.73511040000002,18,34,8,2014,574500.0,buy
17713,3904910520,2014-06-25,505000.0,3,2.5,1860,8060,2.0,0,0,4,8,1860,0,1987,0,98029,47.5674,-122.017,1850,4661,172.7996544,748.7985024000001,0.0,172.7996544,25,26,6,2014,574500.0,buy
17717,8079100370,2014-11-07,574000.0,3,2.0,2060,7000,1.0,0,0,4,9,2060,0,1988,0,98029,47.5644,-122.012,2110,7000,191.38026240000002,650.32128,0.0,191.38026240000002,7,45,11,2014,574500.0,buy
17731,3904901670,2014-06-20,455000.0,3,2.25,1470,4653,2.0,0,0,4,7,1470,0,1985,0,98029,47.5667,-122.018,1560,4119,136.5674688,432.27784512000005,0.0,136.5674688,20,25,6,2014,574500.0,buy
17737,3904901450,2014-11-20,445000.0,3,2.25,1850,4050,2.0,0,0,4,7,1850,0,1985,0,98029,47.5669,-122.017,1650,4468,171.87062400000002,376.257312,0.0,171.87062400000002,20,47,11,2014,574500.0,buy
17761,3904910480,2014-07-31,490000.0,3,2.5,2010,9725,2.0,0,0,4,8,2010,0,1987,0,98029,47.568,-122.018,1850,6858,186.73511040000002,903.482064,0.0,186.73511040000002,31,31,7,2014,574500.0,buy
17763,3904910050,2014-10-23,515000.0,3,2.5,1440,4394,1.0,0,0,5,8,1440,0,1987,0,98029,47.5688,-122.019,1900,5893,133.7803776,408.21595776000004,0.0,133.7803776,23,43,10,2014,574500.0,buy
17820,3905040220,2014-05-09,525000.0,3,2.5,2030,6970,2.0,0,0,4,8,2030,0,1991,0,98029,47.5718,-121.999,2000,6140,188.5931712,647.5341888,0.0,188.5931712,9,19,5,2014,574500.0,buy
17823,3904920600,2014-11-05,560000.0,3,2.5,2280,12498,2.0,0,0,4,9,2280,0,1987,0,98029,47.5688,-122.014,2330,8844,211.8189312,1161.10219392,0.0,211.8189312,5,45,11,2014,574500.0,buy
17830,3905081530,2014-10-07,571500.0,4,2.75,2180,5799,2.0,0,0,4,8,2180,0,1993,0,98029,47.5702,-121.995,2060,6061,202.52862720000002,538.7447289600001,0.0,202.52862720000002,7,41,10,2014,574500.0,buy
17860,3904990570,2014-05-24,496700.0,3,2.5,1740,5782,2.0,0,0,4,8,1740,0,1989,0,98029,47.5783,-122.001,2080,5782,161.6512896,537.16537728,0.0,161.6512896,24,21,5,2014,574500.0,buy
17902,8665050220,2014-10-21,459000.0,3,2.5,1780,4000,2.0,0,0,4,8,1780,0,1995,0,98029,47.5677,-122.003,1730,4000,165.36741120000002,371.61216,0.0,165.36741120000002,21,43,10,2014,574500.0,buy
17936,3905100630,2014-07-16,500000.0,3,2.25,1710,4561,2.0,0,0,4,8,1710,0,1994,0,98029,47.5691,-122.004,1810,4770,158.86419840000002,423.73076544,0.0,158.86419840000002,16,29,7,2014,574500.0,buy
17946,3905040780,2014-09-24,520000.0,4,3.0,2190,5085,2.0,0,0,4,8,2190,0,1992,0,98029,47.5693,-122.002,2130,5142,203.4576576,472.4119584,0.0,203.4576576,24,39,9,2014,574500.0,buy
17948,3905100840,2014-07-23,500000.0,3,2.25,1580,4379,2.0,0,0,4,8,1580,0,1994,0,98029,47.5694,-122.005,1770,4187,146.7868032,406.82241216,0.0,146.7868032,23,30,7,2014,574500.0,buy
18015,1777500060,2014-07-08,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,261.98657280000003,870.966,117.9868608,143.99971200000002,8,28,7,2014,760000.0,buy
18016,6071600370,2015-02-27,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,188.5931712,791.25519168,60.386976000000004,128.2061952,27,9,2,2015,760000.0,buy
18019,1687900520,2014-09-29,673000.0,4,2.25,2590,8190,2.0,0,0,4,8,2590,0,1980,0,98006,47.5619,-122.125,2260,8335,240.61887360000003,760.8758976,0.0,240.61887360000003,29,40,9,2014,760000.0,buy
18021,2200500350,2014-08-12,500000.0,2,1.0,1640,14100,1.0,0,0,4,7,1140,500,1954,0,98006,47.5712,-122.143,1520,13527,152.36098560000002,1309.932864,46.45152,105.9094656,12,33,8,2014,760000.0,buy
18023,2201500030,2014-10-06,420000.0,4,1.0,1750,9600,1.5,0,0,4,7,1750,0,1954,0,98006,47.5759,-122.137,1750,10530,162.58032,891.869184,0.0,162.58032,6,41,10,2014,760000.0,buy
18027,6073200075,2014-07-30,625000.0,3,1.75,1600,9135,1.0,0,0,5,7,1600,0,1955,0,98006,47.5724,-122.179,1580,9800,148.644864,848.6692704000001,0.0,148.644864,30,31,7,2014,760000.0,buy
18029,1324059104,2015-04-21,691100.0,3,2.75,2360,16117,1.0,0,0,4,8,1710,650,1983,0,98006,47.5698,-122.121,2120,16117,219.25117440000002,1497.3182956800001,60.386976000000004,158.86419840000002,21,17,4,2015,760000.0,buy
18034,6067910030,2015-03-16,664000.0,4,2.75,2510,11880,1.0,0,0,5,8,1630,880,1978,0,98006,47.5427,-122.181,2390,11211,233.1866304,1103.6881152,81.75467520000001,151.4319552,16,12,3,2015,760000.0,buy
18036,9346980140,2014-08-20,605000.0,3,1.75,1920,7400,1.0,0,0,4,8,1260,660,1977,0,98006,47.5633,-122.131,2360,8048,178.37383680000002,687.4824960000001,61.316006400000006,117.05783040000001,20,34,8,2014,760000.0,buy
18038,2205500575,2015-02-09,390000.0,3,1.0,1200,10800,1.0,0,0,4,7,1200,0,1955,0,98006,47.5771,-122.144,1370,9950,111.483648,1003.352832,0.0,111.483648,9,7,2,2015,760000.0,buy
18041,6067900060,2014-06-05,565000.0,3,2.75,2390,9966,1.0,0,0,5,8,1360,1030,1977,0,98006,47.5433,-122.185,2140,10713,222.03826560000002,925.8716966400001,95.69013120000001,126.3481344,5,23,6,2014,760000.0,buy
18042,9429500045,2014-05-09,428750.0,3,1.0,1620,30736,1.5,0,0,4,7,1620,0,1911,1977,98006,47.5719,-122.119,2440,28826,150.50292480000002,2855.46783744,0.0,150.50292480000002,9,19,5,2014,760000.0,buy
18045,1777500160,2015-04-25,718000.0,5,3.0,3070,9804,1.0,0,0,4,9,1740,1330,1968,0,98006,47.5702,-122.128,2550,9689,285.2123328,910.82140416,123.56104320000001,161.6512896,25,17,4,2015,760000.0,buy
18053,2592210160,2014-08-05,719000.0,3,2.5,2120,9307,2.0,0,0,4,9,2120,0,1984,0,98006,47.5477,-122.141,2290,11524,196.9544448,864.6485932800001,0.0,196.9544448,5,32,8,2014,760000.0,buy
18054,2205500400,2014-05-14,542000.0,4,1.75,1900,8250,1.0,0,0,4,7,950,950,1955,0,98006,47.5765,-122.147,1480,8360,176.51577600000002,766.4500800000001,88.25788800000001,88.25788800000001,14,20,5,2014,760000.0,buy
18056,1951820070,2014-08-22,491500.0,3,2.25,2230,13100,1.0,0,0,4,8,1510,720,1974,0,98006,47.5413,-122.174,2010,10650,207.1737792,1217.0298240000002,66.8901888,140.2835904,22,34,8,2014,760000.0,buy
